Unnamed: 0,Max_Belisario,Max_Carapungo,Max_Centro,Max_Cotocollao,Max_ElCamal,Max_Guamani,Max_LosChillos,Max_SanAntonio,Max_Tumbaco,Category,Period,Belisario,Carapungo,Centro,Cotocollao,ElCamal,Guamani,LosChillos,SanAntonio,Tumbaco
NO2,,,,,,,,,,Mean,Monthly_NoZeroAOD,-0.0784643189032619,0.169424254016143,-0.1552038509631766,-0.0266616905020267,0.0415249459006597,0.2913423108624201,0.1443970754739457,,0.4029081170154146
O3,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.0530858016244207,0.2964846814483016,0.2202338079815481,0.1717300740290113,-0.0471459791797968,0.1923233676826741,0.3197826055478299,0.3127867292846111,0.2103309740008037
PM25,,,,,,,,,,Mean,Monthly_NoZeroAOD,-0.0165796392685924,0.0321011485341815,-0.1081915690087585,0.2280995136773492,0.2258141153989585,-0.116038594347749,-0.0260550777665095,0.0380687195450137,0.1269021471005322
PRE,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.1988300089237417,0.0579931873060853,-0.3047734768229859,0.018322314375688,-0.2694728448182091,0.1447879754624066,-0.4170574617162224,0.1314266441207422,-0.3913518205244858
RS,,,,,,,,,,Mean,Monthly_NoZeroAOD,-0.2044456157975604,-0.0245867177271462,-0.0608414782517807,-0.0673678199333608,-0.2347592895580462,-0.0783049415126679,-0.0422636947720722,-0.0874884250713744,-0.2872875874001063
SO2,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.0142749384460883,0.0931911756054757,-0.148327391044641,-0.2215758304870137,-0.0328817320957078,0.1923573514789975,0.1100169929339856,,
TMP,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.0785474450296471,0.0763475389609329,0.1390869869320792,0.1249978795998234,0.0613812084160609,-0.0992219797439055,0.1382361407806785,-0.3637016712769106,-0.2714076644463221
VEL,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.0318600020431592,0.1418741572865721,-0.092089317246523,0.2021165985352251,-0.0813703477818144,-0.1357047622955567,0.130224147588579,0.3540237790740976,0.4474401531537245
CO,,,,,,,,,,Mean,Monthly_NoZeroAOD,-0.1985658614458861,-0.0282123902077822,-0.0410013224903878,-0.005825708560182,-0.03280716834008,0.2187012186620823,-0.2528775705185201,,0.2492830045129557
DIR,,,,,,,,,,Mean,Monthly_NoZeroAOD,-0.1722726316036306,-0.1122219825521128,0.3409704680232528,-0.0264641791442923,-0.2415580559297621,0.035237609492733,0.0781427221348972,0.0092078701873884,-0.1803470145558625
HUM,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.0889200346971573,0.0360771131448138,-0.2233006846547794,0.1698036304042869,0.1933424394021008,0.0433692761248769,-0.0541035222360883,0.1801302521989822,-0.1095743900430991
LLU,,,,,,,,,,Mean,Monthly_NoZeroAOD,0.1547133099954912,0.053855061747972,-0.0829511941403717,-0.1141429712742829,-0.0987895127085734,0.1588201063846138,-0.0628604249229355,0.2477865680887647,-0.1823488624360575
NO2,,,,,,,,,,Mean,Monthly,-0.1905145616514403,0.0921957665369746,-0.0692621734118804,0.0667414019466989,-0.1590414414542434,-0.2139116716594629,-0.0059367611065642,,0.104477717843782
O3,,,,,,,,,,Mean,Monthly,-0.2321388236840788,-0.0964388311223674,-0.1120572587725725,-0.1100607576918142,-0.1555118481216964,-0.2039642440423011,0.0282109862311619,-0.2097611539763134,-0.2317484286889192
PM25,,,,,,,,,,Mean,Monthly,-0.0061274881808983,-0.1682667665353006,-0.0645322886418173,-0.1666945619316515,-0.0285045796603536,-0.0800263997930913,-0.0315874881881864,-0.3198415991768418,0.0192410904279236
PRE,,,,,,,,,,Mean,Monthly,0.1585439062335394,0.0713389786248129,-0.164682914145668,0.0603406644425047,0.2213239906087634,0.2319943837477676,0.0141564018089651,0.2230330966650254,-0.002734063415894
RS,,,,,,,,,,Mean,Monthly,0.3342771429300989,0.20860224630896,0.3039964976757912,0.2847815844186209,0.1375306800979783,0.1905988689898572,-0.1585945219896507,-0.2713235140178456,-0.0991903559833301
SO2,,,,,,,,,,Mean,Monthly,-0.0461091692315525,0.1574890724783453,-0.031490131226202,0.1374660827478389,-0.0848947237332521,0.05438694566514,-0.035241169027044,,
TMP,,,,,,,,,,Mean,Monthly,0.1539998737629378,-0.0304415743076167,-0.2560360472235383,0.1204086021224962,0.0702180021251992,-0.0104755228179743,-0.0506699758358698,0.1384761035185759,-0.1125370597604615
VEL,,,,,,,,,,Mean,Monthly,0.0006882741627652,-0.0451505475538689,-0.4206889074786577,-0.0855606498134482,-0.0987761270324273,0.2978756057985058,-0.1240263008926717,-0.0185041393231865,-0.2926525404112385
CO,,,,,,,,,,Mean,Monthly,-0.0783172395261608,0.2063352519140803,0.2623188983557383,0.0986673825349267,0.0012109494719249,0.0874714480489972,-0.1646848491162288,,0.3362587584465755
DIR,,,,,,,,,,Mean,Monthly,0.1584496817542615,-0.1489387661299681,0.0103748992030602,0.1324712182247834,0.0280861693129558,0.2218119053311402,0.0694894817516826,-0.081885186947767,0.3934685943003341
HUM,,,,,,,,,,Mean,Monthly,-0.1293103628032588,-0.2527982590886322,0.2392718702673723,-0.2951518869063755,-0.157926848640716,-0.2029355459538514,0.0093435759068843,0.0661150168908496,0.1021025488671726
LLU,,,,,,,,,,Mean,Monthly,0.0064088610291421,-0.1666067981138504,-0.1307109661185132,-0.2595660348754387,-0.2104062577242724,-0.0794116537870588,0.0441560986137186,-0.0657524599110221,0.2846771221405159
NO2,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.3082576367969506,0.1156263899301165,-0.165710901301358,0.0234418448733664,-0.0819118214296909,-0.2344637265938335,0.1572428809980729,,0.4150025862543842
O3,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.2622974717441211,-0.0413217022508561,0.1765831601505356,-0.1185031636898632,-0.2548582868077764,-0.157951754546401,0.0457709303130957,-0.4085431974705142,-0.3792895237643635
PM25,,,,,,,,,,Mean,Seasonal_NoZeroAOD,0.105884085172313,-0.1974615967485636,-0.3459176993515968,-0.0916755016915921,0.1358941754167427,0.0779294678973619,-0.0370681159236074,-0.5182472239443164,-0.7296620942830583
PRE,,,,,,,,,,Mean,Seasonal_NoZeroAOD,0.172677547056883,0.0955171871091363,0.1125763844255575,-0.0177835407804326,0.2505197897967398,0.3160055055547411,0.2281345211290569,0.7638062020144167,0.0977144131233873
RS,,,,,,,,,,Mean,Seasonal_NoZeroAOD,0.2793082954878616,0.2187232587801007,0.5409211073691617,0.3802880488445107,0.2165804160019087,0.1224990548526186,0.0556025651785443,-0.0951712445616603,0.39175792961057
SO2,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.0576126584735746,0.0832086184810511,-0.1508562236252021,0.1749888256466033,-0.1734979952574131,0.4870751983850239,0.1726746008057321,,
TMP,,,,,,,,,,Mean,Seasonal_NoZeroAOD,0.3179495966509147,0.0481647485817255,-0.2940991246221008,0.3534571731527224,0.1348053312675953,0.2241209894890264,-0.3394487631385334,0.1263413024147435,-0.1841795292871703
VEL,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.0241655556584446,-0.0315717474330853,-0.2115112841901028,0.0169636219381939,-0.1823433343273088,0.5990779991876497,-0.0028241007303907,-0.3899162475594196,-0.2348747933553656
CO,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.1502501005721396,0.3395193672987734,-0.2947375078145727,0.1824685916132341,0.1071301680278707,0.1152748117549251,-0.0599145580451268,,0.5331853136930605
DIR,,,,,,,,,,Mean,Seasonal_NoZeroAOD,0.2469333300186956,-0.2054620027803067,0.2444506186338486,0.1141505950717117,-0.0078522485304226,0.4479078397641592,0.0489240209855032,0.3333559351655818,0.2017199536061167
HUM,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.3827574011462967,-0.5925936648836104,-0.3880008526372596,-0.4471617016942548,-0.1361147082085492,-0.4577121936439827,-0.0518899847045687,-0.4316373689141174,-0.456269464221508
LLU,,,,,,,,,,Mean,Seasonal_NoZeroAOD,-0.2827141824478957,-0.4654508456717318,-0.1792424103023495,-0.5618861425283661,-0.4302611427514439,-0.3324473187321332,-0.0456880722208042,-0.3373613888886396,-0.2587290488732269
NO2,,,,,,,,,,Mean,Seasonal,-0.3082576367969506,0.1156263899301165,-0.165710901301358,0.0234418448733664,-0.0819118214296909,-0.2344637265938335,0.1572428809980729,,0.4150025862543842
O3,,,,,,,,,,Mean,Seasonal,-0.2622974717441211,-0.0413217022508561,0.1765831601505356,-0.1185031636898632,-0.2548582868077764,-0.157951754546401,0.0457709303130957,-0.4085431974705142,-0.3792895237643635
PM25,,,,,,,,,,Mean,Seasonal,0.105884085172313,-0.1974615967485636,-0.3459176993515968,-0.0916755016915921,0.1358941754167427,0.0779294678973619,-0.0370681159236074,-0.5182472239443164,-0.7296620942830583
PRE,,,,,,,,,,Mean,Seasonal,0.172677547056883,0.0955171871091363,0.1125763844255575,-0.0177835407804326,0.2505197897967398,0.3160055055547411,0.2281345211290569,0.7638062020144167,0.0977144131233873
RS,,,,,,,,,,Mean,Seasonal,0.2793082954878616,0.2187232587801007,0.5409211073691617,0.3802880488445107,0.2165804160019087,0.1224990548526186,0.0556025651785443,-0.0951712445616603,0.39175792961057
SO2,,,,,,,,,,Mean,Seasonal,-0.0576126584735746,0.0832086184810511,-0.1508562236252021,0.1749888256466033,-0.1734979952574131,0.4870751983850239,0.1726746008057321,,
TMP,,,,,,,,,,Mean,Seasonal,0.3179495966509147,0.0481647485817255,-0.2940991246221008,0.3534571731527224,0.1348053312675953,0.2241209894890264,-0.3394487631385334,0.1263413024147435,-0.1841795292871703
VEL,,,,,,,,,,Mean,Seasonal,-0.0241655556584446,-0.0315717474330853,-0.2115112841901028,0.0169636219381939,-0.1823433343273088,0.5990779991876497,-0.0028241007303907,-0.3899162475594196,-0.2348747933553656
CO,,,,,,,,,,Mean,Seasonal,-0.1502501005721396,0.3395193672987734,-0.2947375078145727,0.1824685916132341,0.1071301680278707,0.1152748117549251,-0.0599145580451268,,0.5331853136930605
DIR,,,,,,,,,,Mean,Seasonal,0.2469333300186956,-0.2054620027803067,0.2444506186338486,0.1141505950717117,-0.0078522485304226,0.4479078397641592,0.0489240209855032,0.3333559351655818,0.2017199536061167
HUM,,,,,,,,,,Mean,Seasonal,-0.3827574011462967,-0.5925936648836104,-0.3880008526372596,-0.4471617016942548,-0.1361147082085492,-0.4577121936439827,-0.0518899847045687,-0.4316373689141174,-0.456269464221508
LLU,,,,,,,,,,Mean,Seasonal,-0.2827141824478957,-0.4654508456717318,-0.1792424103023495,-0.5618861425283661,-0.4302611427514439,-0.3324473187321332,-0.0456880722208042,-0.3373613888886396,-0.2587290488732269
NO2,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.0613979720027914,0.0691323236715357,-0.0788190164148922,-0.0529864840785989,0.0696392087414593,0.1491057816024053,0.1248838935716826,,0.1389669909660519
O3,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0581927431359982,0.1769784740631788,0.07911719040563,0.0812180202644172,-0.0844991360909666,0.1221994099860343,0.2911180972725486,0.1922368022473809,0.2618715186298238
PM25,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0108940770758489,0.0944325380300289,-0.0011257640649218,0.1144293247560535,0.1435856677484445,-0.0851623281147625,0.1168754471119199,0.0369249285136706,0.0670472953049258
PRE,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.1048696438227629,0.05578860785672,-0.2251254237404265,-0.0192785940616499,-0.1844217901989363,0.0233387441841196,-0.1917803022223976,-0.2355052898933479,-0.1281197790899339
RS,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.0781399429053671,-0.1140086310739173,0.0677266614051324,-0.0876637136823256,-0.138721669549585,-0.0779033579380905,-0.0146680932190699,-0.0646870913571892,0.049647912910862
SO2,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0234859263300493,-0.0483274001640067,-0.1461093989473277,-0.1146730353075936,-0.1154647304995673,0.0946935312497857,0.1535604276446439,,
TMP,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0842382021450706,0.0532243448051798,-0.0536786102099343,0.0771314670648662,-0.061540595177863,-0.0121367916316569,0.1196153721174834,0.0439818681088618,-0.0865194081442593
VEL,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.0005393319984052,0.1136846963040858,-0.206577011763868,0.1475218893811474,-0.0902144297369619,-0.0153950300232678,0.1687069189804416,0.1258545002813209,0.2687221707463714
CO,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.1356334779363237,-0.0480373225040684,0.0532647450475928,0.0186530591959684,-0.0635723394412988,0.1253711583505051,-0.2210894411650271,,0.0740658323102347
DIR,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.0625719702841905,-0.1078550426540008,0.2475092106780347,-0.0506123054841017,-0.0245132962337063,0.0754047458858116,0.1053290787564502,-0.0483814521900728,-0.1736056573941855
HUM,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0526210202714986,0.0634372693758317,-0.0203959537244229,0.1258961400371337,0.1775828093555551,-0.0605247731981617,-0.1151123271122057,-0.0045756214912135,0.0647210761385843
LLU,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0582534972522581,0.095477998178348,-0.0510252443014046,-0.0046379082471746,-0.0317221616524836,0.0537448052340552,-0.0149172396089627,-0.0206897560082772,-0.093236983643856
NO2,,,,,,,,,,Mean,Weekly,-0.0975535055605688,0.0098954633027895,0.0028380349476172,0.0534534733141917,-0.1151737047978872,-0.0304471675135852,-0.0339865231909483,,0.0768057706878243
O3,,,,,,,,,,Mean,Weekly,-0.1322532196980032,-0.0212633564041016,0.0169525553400817,-0.0896837833065788,-0.088753736631028,0.045682508112238,0.0404490689863489,-0.0947224032228579,-0.0831858332256932
PM25,,,,,,,,,,Mean,Weekly,0.0351868731349494,-0.0710939054405492,-0.0521432622794057,-0.0817871683309078,-0.0129839376719268,-0.1892621917183215,-0.0650016180489316,-0.1090146907513127,-0.037597652141212
PRE,,,,,,,,,,Mean,Weekly,0.0718431297453643,0.0326627272086916,-0.0895718739793471,0.034232759810043,0.0755278754702012,0.0166827304094078,-0.0956034557153125,0.0298251920554782,-0.1678411045954903
RS,,,,,,,,,,Mean,Weekly,0.0931907486592798,0.0826990245344442,0.0696134920168801,0.1189144086431208,-0.0274596728173701,0.0494939849908192,-0.0419181132004393,-0.1167137385651013,0.0455953245276754
SO2,,,,,,,,,,Mean,Weekly,-0.0414634254308659,0.060041921200204,-0.0588708286934292,0.0653685113554956,-0.0582375342214824,0.0100074709777321,-0.0399496270824882,,
TMP,,,,,,,,,,Mean,Weekly,0.0769520231228392,-0.0273916628645902,-0.1550600045213454,0.0423618327609349,0.0161161083958405,0.0738097682897089,0.0005484576999027,0.0275066477194934,0.0602434670076534
VEL,,,,,,,,,,Mean,Weekly,-0.0282250983699702,-0.0087999832405925,-0.2224004043234444,-0.0611646690526371,-0.0574600660134864,0.1417249923680257,0.0793087307594921,-0.0501049734645775,0.1130484755217902
CO,,,,,,,,,,Mean,Weekly,0.0024847033406245,0.0493690971056313,0.0615340674638385,0.0520636735380479,-0.0282728949804462,0.04224739858105,-0.0794987902498162,,0.1378562333452942
DIR,,,,,,,,,,Mean,Weekly,0.1309052818275456,-0.0532157696047521,0.0558501038279443,0.0430375313686838,0.0276053769392714,0.0602920597420753,-0.0218641537029243,-0.0734994365991929,0.2275608251083284
HUM,,,,,,,,,,Mean,Weekly,-0.0526483977727273,-0.1173378458136702,0.104314907630632,-0.1269136592074028,-0.0713162466340049,-0.1738248662292209,-0.093268705944489,-0.0300870696257997,-0.2061968558250136
LLU,,,,,,,,,,Mean,Weekly,0.0305106616042553,-0.0727642529188487,0.0439392273719307,-0.0968676020419441,-0.0635054952303232,-0.053639855125732,-0.0664057766784677,0.0594497004103854,-0.1129530973693772
